DATE,LABOR_SHARE,NIC,INFLATION_RATE,GT_INFLAZIONE,GT_TEMATICO,INFLATION_LAG1,GT_INFLAZIONE_LAG1,GT_TEMATICO_LAG1,DUMMY_2022Q1,DUMMY_2022Q4
2004-07-01,37.624326040310905,83.23333333333333,0.40209087253719744,2.0641890964211767,-6.462374303341587,0.810701256586932,3.6730900187669,-6.76465421061155,0,0
2004-10-01,37.52693113307043,83.36666666666666,0.16019223067680333,3.181912180617237,-6.4484277521972,0.40209087253719744,2.0641890964211767,-6.462374303341587,0,0
2005-01-01,38.03963882291377,83.8,0.519792083166748,2.6925204562347402,-6.267747557527066,0.16019223067680333,3.181912180617237,-6.4484277521972,0,0
2005-04-01,37.92386762097495,84.43333333333334,0.7557677008751096,1.541113610326815,-6.331387037437467,0.519792083166748,2.6925204562347402,-6.267747557527066,0,0
2005-07-01,37.761513217065264,84.86666666666667,0.5132254243979562,1.1750323908991307,-5.905409576879734,0.7557677008751096,1.541113610326815,-6.331387037437467,0,0
2005-10-01,38.716861811442236,85.2,0.39277297721915794,0.9202611555446113,-5.703172934622777,0.5132254243979562,1.1750323908991307,-5.905409576879734,0,0
2006-01-01,38.581548687582526,85.66666666666667,0.5477308294209671,0.851767080231559,-6.32901004147822,0.39277297721915794,0.9202611555446113,-5.703172934622777,0,0
2006-04-01,38.46170363530953,86.26666666666667,0.7003891050583633,0.8507581283840167,-5.895423621508056,0.5477308294209671,0.851767080231559,-6.32901004147822,0,0
2006-07-01,38.38972114310042,86.76666666666667,0.5795981452859422,0.22088685698728136,-5.572575441652884,0.7003891050583633,0.8507581283840167,-5.895423621508056,0,0
2006-10-01,37.81356646589348,86.76666666666667,0.0,0.18377146215686233,-5.324559651328503,0.5795981452859422,0.22088685698728136,-5.572575441652884,0,0
2007-01-01,38.06467320556214,87.13333333333333,0.4225893200153541,0.03352189341694827,-5.136910766823527,0.0,0.18377146215686233,-5.324559651328503,0,0
2007-04-01,38.19378184330166,87.66666666666667,0.6120887528691776,-0.25239173705587364,-4.6170121777919,0.4225893200153541,0.03352189341694827,-5.136910766823527,0,0
2007-07-01,38.01492330244102,88.16666666666667,0.5703422053231932,-0.3658234551775806,-3.978867755290684,0.6120887528691776,-0.25239173705587364,-4.6170121777919,0,0
2007-10-01,38.67969810644048,88.8,0.7183364839319362,-0.13587154544595234,-3.7781651867493635,0.5703422053231932,-0.3658234551775806,-3.978867755290684,0,0
2008-01-01,38.49934342373796,89.76666666666667,1.0885885885886015,0.8252442792724987,-3.2410365185469634,0.7183364839319362,-0.13587154544595234,-3.7781651867493635,0,0
2008-04-01,38.37304276969428,90.8,1.1511325659116167,1.3899342109969701,-3.069887909060867,1.0885885885886015,0.8252442792724987,-3.2410365185469634,0,0
2008-07-01,39.26921470796192,91.66666666666667,0.9544787077826911,1.9310584399283766,-3.8076650412169397,1.1511325659116167,1.3899342109969701,-3.069887909060867,0,0
2008-10-01,40.00597748812943,91.3,-0.40000000000001146,0.7268449771931634,-3.4296309169772368,0.9544787077826911,1.9310584399283766,-3.8076650412169397,0,0
2009-01-01,40.27008341886381,91.16666666666667,-0.14603870025555743,-0.017090996621900934,-3.9596761068943898,-0.40000000000001146,0.7268449771931634,-3.4296309169772368,0,0
2009-04-01,40.28329678752384,91.56666666666666,0.4387568555758614,-0.6131322786055899,-3.936221262815154,-0.14603870025555743,-0.017090996621900934,-3.9596761068943898,0,0
2009-07-01,40.191423747112744,91.8,0.2548234437568242,-0.868961630130678,-3.69782121372765,0.4387568555758614,-0.6131322786055899,-3.936221262815154,0,0
2009-10-01,40.31625942483688,91.86666666666667,0.07262164124910431,-1.3527905047138133,-3.8434451029215935,0.2548234437568242,-0.868961630130678,-3.69782121372765,0,0
2010-01-01,40.04908826711762,92.3,0.4716981132075304,-1.4725916011112332,-3.4530708615380696,0.07262164124910431,-1.3527905047138133,-3.8434451029215935,0,0
2010-04-01,40.095268481636765,92.86666666666667,0.6139400505597692,-1.4665791568436666,-3.2400897372727235,0.4716981132075304,-1.4725916011112332,-3.4530708615380696,0,0
2010-07-01,39.83853881314713,93.26666666666667,0.4307250538406304,-1.7964476072994933,-2.9881598466099404,0.6139400505597692,-1.4665791568436666,-3.2400897372727235,0,0
2010-10-01,39.630648285704886,93.53333333333335,0.2859185132237485,-1.7248598840412734,-2.7940174371431534,0.4307250538406304,-1.7964476072994933,-2.9881598466099404,0,0
2011-01-01,39.519209155572,94.43333333333334,0.9622238061297139,-1.7081425910272567,-2.4065129180305234,0.2859185132237485,-1.7248598840412734,-2.7940174371431534,0,0
2011-04-01,39.61653915791441,95.33333333333333,0.9530533003882624,-1.7388244295725668,-1.9713814399396534,0.9622238061297139,-1.7081425910272567,-2.4065129180305234,0,0
2011-07-01,39.424976428995905,95.89999999999999,0.5944055944056004,-1.1094300356161233,-1.49895377537223,0.9530533003882624,-1.7388244295725668,-1.9713814399396534,0,0
2011-10-01,39.497205753304115,96.63333333333333,0.764685436218282,-0.640589826439156,-0.9003281692937524,0.5944055944056004,-1.1094300356161233,-1.49895377537223,0,0
2012-01-01,39.549760618335675,97.53333333333335,0.9313556398758305,-0.894054164074849,-1.2073296757502094,0.764685436218282,-0.640589826439156,-0.9003281692937524,0,0
2012-04-01,39.62388067334914,98.46666666666665,0.956937799043045,-1.56947492192801,-0.7872312479855278,0.9313556398758305,-0.894054164074849,-1.2073296757502094,0,0
2012-07-01,39.529667573808226,98.96666666666665,0.5077860528097444,-1.5686408200498168,-0.3135694071793564,0.956937799043045,-1.56947492192801,-0.7872312479855278,0,0
2012-10-01,39.462676771576376,99.03333333333335,0.0673627484001571,-1.596080359174233,-0.8815759203406093,0.5077860528097444,-1.5686408200498168,-0.3135694071793564,0,0
2013-01-01,39.74207861576415,99.36666666666667,0.33658700774150674,-1.9808234483440668,-1.221690230454806,0.0673627484001571,-1.596080359174233,-0.8815759203406093,0,0
2013-04-01,39.41537003823562,99.60000000000001,0.2348205300234829,-1.5982622005680867,-0.5366928222210797,0.33658700774150674,-1.9808234483440668,-1.221690230454806,0,0
2013-07-01,39.354202789574835,100.06666666666666,0.46854082998659674,-2.0436991336050134,-0.6720942762370278,0.2348205300234829,-1.5982622005680867,-0.5366928222210797,0,0
2013-10-01,39.41019223869267,99.66666666666667,-0.3997335109926614,-1.4713872571957634,-0.17374517119763988,0.46854082998659674,-2.0436991336050134,-0.6720942762370278,0,0
2014-01-01,39.11545087616883,99.86666666666667,0.20066889632106566,-1.5491227913127534,-0.1034303288133082,-0.3997335109926614,-1.4713872571957634,-0.17374517119763988,0,0
2014-04-01,39.20082006561116,100.06666666666666,0.20026702269690944,-1.45267390382313,0.22893175871884333,0.20066889632106566,-1.5491227913127534,-0.1034303288133082,0,0
2014-07-01,39.28368476257876,100.0,-0.06662225183210468,-1.3246271225625643,0.8633156791853497,0.20026702269690944,-1.45267390382313,0.22893175871884333,0,0
2014-10-01,39.30638003904952,99.76666666666667,-0.23333333333332984,-2.11182329504403,1.1033641377660766,-0.06662225183210468,-1.3246271225625643,0.8633156791853497,0,0
2015-01-01,39.3200202748823,99.60000000000001,-0.16705646508519134,-1.8867434052348566,1.2346071422094431,-0.23333333333332984,-2.11182329504403,1.1033641377660766,0,0
2015-04-01,39.35875725404188,100.13333333333333,0.5354752342703994,-2.2483399703170033,1.2955344874244632,-0.16705646508519134,-1.8867434052348566,1.2346071422094431,0,0
2015-07-01,39.36221815205241,100.2,0.06657789613848664,-2.1245714175421964,1.5022777211402467,0.5354752342703994,-2.2483399703170033,1.2955344874244632,0,0
2015-10-01,39.45883435715159,99.93333333333334,-0.26613439787092075,-2.15503313543382,1.8546378530738432,0.06657789613848664,-2.1245714175421964,1.5022777211402467,0,0
2016-01-01,39.21570303182236,99.53333333333335,-0.4002668445630353,-2.5259448717217032,2.17168872760547,-0.26613439787092075,-2.15503313543382,1.8546378530738432,0,0
2016-04-01,39.39105960437285,99.73333333333333,0.20093770931011168,-2.69470676374548,1.8339834472603966,-0.4002668445630353,-2.5259448717217032,2.17168872760547,0,0
2016-07-01,39.23071084496746,100.16666666666667,0.4344919786096302,-2.661187821444827,1.6464412728880269,0.20093770931011168,-2.69470676374548,1.8339834472603966,0,0
2016-10-01,39.451560303100486,100.06666666666666,-0.09983361064892504,-2.5064167761531198,2.14320495958605,0.4344919786096302,-2.661187821444827,1.6464412728880269,0,0
2017-01-01,39.515360219430704,100.86666666666667,0.799467021985345,-2.076554300053623,1.95496847446761,-0.09983361064892504,-2.5064167761531198,2.14320495958605,0,0
2017-04-01,39.260804127548724,101.23333333333333,0.36351619299404003,-2.15796586314345,2.1909929049348364,0.799467021985345,-2.076554300053623,1.95496847446761,0,0
2017-07-01,39.41848943252041,101.3,0.06585446163978048,-2.3268939228568537,1.7659952430096666,0.36351619299404003,-2.15796586314345,2.1909929049348364,0,0
2017-10-01,39.35029745792573,101.0,-0.29615004935833467,-2.3553022918151467,2.270102466301003,0.06585446163978048,-2.3268939228568537,1.7659952430096666,0,0
2018-01-01,39.46525190175969,101.60000000000001,0.5940594059405946,-2.4246662042625364,2.683847646515987,-0.29615004935833467,-2.3553022918151467,2.270102466301003,0,0
2018-04-01,39.99904706268363,102.16666666666667,0.5577427821522374,-2.1159403623335766,2.1937444406712765,0.5940594059405946,-2.4246662042625364,2.683847646515987,0,0
2018-07-01,40.099001180661006,102.8,0.6199021207177635,-1.819292049599743,2.44345910224808,0.5577427821522374,-2.1159403623335766,2.1937444406712765,0,0
2018-10-01,40.09947070489736,102.43333333333334,-0.3566796368352776,-1.8348275447012732,2.6053950490103333,0.6199021207177635,-1.819292049599743,2.44345910224808,0,0
2019-01-01,40.287960312831956,102.56666666666666,0.13016596160102534,-2.5283956580395937,2.7778207160903032,-0.3566796368352776,-1.8348275447012732,2.6053950490103333,0,0
2019-04-01,40.15835029800265,103.03333333333335,0.45498862528439155,-2.5671595458052168,2.655017964853373,0.13016596160102534,-2.5283956580395937,2.7778207160903032,0,0
2019-07-01,40.06003256093629,103.16666666666667,0.12940795858944476,-2.139086479337933,2.600386048073283,0.45498862528439155,-2.5671595458052168,2.655017964853373,0,0
2019-10-01,40.15741625595725,102.73333333333333,-0.42003231017770926,-2.4102002206978503,2.807177253684593,0.12940795858944476,-2.139086479337933,2.600386048073283,0,0
2020-01-01,41.137390524303015,102.86666666666667,0.12978585334200154,-2.65134620118493,2.1653465514854164,-0.42003231017770926,-2.4102002206978503,2.807177253684593,0,0
2020-04-01,41.20551424867039,102.89999999999999,0.03240440699934233,-0.6324731378214893,3.64633646583734,0.12978585334200154,-2.65134620118493,2.1653465514854164,0,0
2020-07-01,40.735478950878615,102.66666666666667,-0.22675736961449422,-1.9777078785414266,2.9912036366409134,0.03240440699934233,-0.6324731378214893,3.64633646583734,0,0
2020-10-01,40.51100351057792,102.5,-0.16233766233766378,-2.329380619654583,1.7161155678602,-0.22675736961449422,-1.9777078785414266,2.9912036366409134,0,0
2021-01-01,40.3058617342426,103.46666666666665,0.943089430894295,-1.4516670169331614,2.1338772127749333,-0.16233766233766378,-2.329380619654583,1.7161155678602,0,0
2021-04-01,40.28910864945493,104.13333333333333,0.6443298969072142,-0.9129107016359029,2.5407758971031367,0.943089430894295,-1.4516670169331614,2.1338772127749333,0,0
2021-07-01,40.56007838208681,104.89999999999999,0.7362355953905331,-0.8969078278447894,3.0135090829141262,0.6443298969072142,-0.9129107016359029,2.5407758971031367,0,0
2021-10-01,40.44267364729943,106.13333333333333,1.175722910708621,1.6476071606568266,3.25123841930461,0.7362355953905331,-0.8969078278447894,3.0135090829141262,0,0
2022-01-01,40.384619431962875,109.33333333333333,3.015075376884435,3.8366902070820097,7.083179470286723,1.175722910708621,1.6476071606568266,3.25123841930461,1,0
2022-04-01,40.531192989860095,111.33333333333333,1.8292682926829285,5.5668647172021295,6.9524914061949366,3.015075376884435,3.8366902070820097,7.083179470286723,0,0
2022-07-01,40.49809312266879,113.7,2.1257485029940293,7.27819919248932,6.766511474903656,1.8292682926829285,5.5668647172021295,6.9524914061949366,0,0
2022-10-01,40.50301664024149,118.60000000000001,4.309586631486373,7.248936674175087,6.667741141659174,2.1257485029940293,7.27819919248932,6.766511474903656,0,1
2023-01-01,40.05609633227508,119.06666666666666,0.3934794828555299,7.6549529212576175,6.808074752825999,4.309586631486373,7.248936674175087,6.667741141659174,0,0
2023-04-01,40.34149327649993,119.56666666666666,0.41993281075027866,4.964557167693567,6.543832425615986,0.3934794828555299,7.6549529212576175,6.808074752825999,0,0
2023-07-01,40.39156671233551,120.03333333333335,0.39029829941457095,6.897153836431857,7.867678820121136,0.41993281075027866,4.964557167693567,6.543832425615986,0,0
